user_id,booking_time,total_cancel_bookings,total_bookings,reservation_date,reservation_time,num_guests,is_first_booking,avg_user_cancel_rate,payment_status,user_distance_km,advance_minutes,booking_hour,reservation_hour,is_weekend,is_arrival
user_14,2025-05-08 13:46:28.461270,9,20,2025-05-09,08:13:28,2,1,0.45,PAID_PENDING_USE,1.02,1107.0,13,8,0,1
user_39,2025-05-09 06:06:28.461270,9,11,2025-05-10,04:22:28,1,1,0.8181818181818182,COMPLETED,27.22,1336.0,6,4,1,1
user_82,2025-05-06 23:38:28.461270,4,8,2025-05-07,09:14:28,3,0,0.5,PAID_PENDING_USE,0.38,576.0,23,9,0,1
user_18,2025-05-06 00:46:28.461270,7,4,2025-05-06,22:50:28,4,1,1.75,COMPLETED,29.86,1324.0,0,22,0,0
user_60,2025-05-09 02:02:28.461270,5,4,2025-05-09,02:40:28,1,0,1.25,PAID_PENDING_USE,5.59,38.0,2,2,0,0
user_49,2025-05-08 18:35:28.461270,2,19,2025-05-08,22:43:28,6,1,0.10526315789473684,PAID_PENDING_USE,2.75,248.0,18,22,0,1
user_1,2025-05-08 14:55:28.461270,4,7,2025-05-08,20:44:28,1,0,0.5714285714285714,PAID_PENDING_USE,6.98,349.0,14,20,0,1
user_65,2025-05-10 14:20:28.461270,6,15,2025-05-10,18:51:28,1,0,0.4,PAID_PENDING_USE,25.44,271.0,14,18,1,1
user_98,2025-05-08 23:09:28.461270,9,14,2025-05-09,16:24:28,3,0,0.6428571428571429,COMPLETED,1.12,1035.0,23,16,0,1
user_30,2025-05-07 13:27:28.461270,10,8,2025-05-08,03:48:28,1,0,1.25,PAID_PENDING_USE,26.95,861.0,13,3,0,0
user_53,2025-05-06 13:21:28.461270,2,9,2025-05-07,08:39:28,6,1,0.2222222222222222,CANCELLED_REFUNDED,20.13,1158.0,13,8,0,0
user_45,2025-05-07 22:08:28.461270,1,18,2025-05-08,21:04:28,1,1,0.05555555555555555,PAID_PENDING_USE,24.6,1376.0,22,21,0,1
user_57,2025-05-08 15:33:28.461270,10,10,2025-05-09,06:19:28,1,1,1.0,PAID_PENDING_USE,18.52,886.0,15,6,0,0
user_79,2025-05-06 06:28:28.461270,8,18,2025-05-06,23:23:28,4,0,0.4444444444444444,CANCELLED_REFUNDED,16.65,1015.0,6,23,0,0
user_60,2025-05-09 15:47:28.461270,0,9,2025-05-10,03:02:28,3,0,0.0,CANCELLED_REFUNDED,17.7,675.0,15,3,1,1
user_83,2025-05-05 21:27:28.461270,3,14,2025-05-06,19:17:28,6,1,0.21428571428571427,PAID_PENDING_USE,26.98,1310.0,21,19,0,1
user_48,2025-05-08 18:42:28.461270,3,11,2025-05-08,22:37:28,3,1,0.2727272727272727,COMPLETED,2.59,235.0,18,22,0,1
user_12,2025-05-10 12:59:28.461270,7,13,2025-05-11,08:51:28,2,0,0.5384615384615384,COMPLETED,15.46,1192.0,12,8,1,1
user_42,2025-05-08 18:32:28.461270,2,11,2025-05-08,23:23:28,5,0,0.18181818181818182,PAID_PENDING_USE,5.39,291.0,18,23,0,1
user_58,2025-05-09 16:59:28.461270,2,16,2025-05-09,22:05:28,2,0,0.125,COMPLETED,8.89,306.0,16,22,0,1
user_30,2025-05-07 01:21:28.461270,7,4,2025-05-07,22:46:28,6,1,1.75,COMPLETED,13.95,1285.0,1,22,0,0
user_99,2025-05-09 02:09:28.461270,5,16,2025-05-09,13:31:28,1,0,0.3125,CANCELLED_REFUNDED,2.96,682.0,2,13,0,1
user_55,2025-05-07 09:43:28.461270,6,7,2025-05-07,13:12:28,4,0,0.8571428571428571,PAID_PENDING_USE,24.67,209.0,9,13,0,0
user_36,2025-05-07 09:16:28.461270,8,8,2025-05-08,05:36:28,6,1,1.0,PAID_PENDING_USE,29.95,1220.0,9,5,0,0
user_57,2025-05-08 12:32:28.461270,8,17,2025-05-09,11:37:28,5,1,0.47058823529411764,CANCELLED_REFUNDED,27.79,1385.0,12,11,0,0
user_34,2025-05-09 01:00:28.461270,6,10,2025-05-09,16:34:28,4,0,0.6,CANCELLED_REFUNDED,15.08,934.0,1,16,0,0
user_6,2025-05-09 08:16:28.461270,4,14,2025-05-10,02:32:28,4,0,0.2857142857142857,COMPLETED,7.86,1096.0,8,2,1,1
user_83,2025-05-06 14:54:28.461270,9,5,2025-05-07,03:06:28,2,0,1.8,COMPLETED,20.62,732.0,14,3,0,0
user_16,2025-05-07 05:46:28.461270,0,5,2025-05-07,21:00:28,1,0,0.0,PAID_PENDING_USE,0.27,914.0,5,21,0,1
user_52,2025-05-09 04:32:28.461270,8,8,2025-05-09,11:01:28,2,0,1.0,COMPLETED,11.29,389.0,4,11,0,0
user_1,2025-05-06 01:08:28.461270,2,1,2025-05-06,10:27:28,4,1,2.0,PAID_PENDING_USE,15.16,559.0,1,10,0,0
user_41,2025-05-08 05:30:28.461270,2,6,2025-05-08,17:49:28,2,1,0.3333333333333333,CANCELLED_REFUNDED,26.26,739.0,5,17,0,0
user_71,2025-05-07 22:54:28.461270,8,14,2025-05-08,06:59:28,2,1,0.5714285714285714,CANCELLED_REFUNDED,14.41,485.0,22,6,0,0
user_51,2025-05-06 09:58:28.461270,1,11,2025-05-07,03:50:28,4,1,0.09090909090909091,PAID_PENDING_USE,17.16,1072.0,9,3,0,1
user_55,2025-05-08 03:59:28.461270,6,10,2025-05-08,14:29:28,2,0,0.6,COMPLETED,7.04,630.0,3,14,0,1
user_48,2025-05-09 18:41:28.461270,2,9,2025-05-09,20:42:28,6,0,0.2222222222222222,CANCELLED_REFUNDED,13.43,121.0,18,20,0,1
user_4,2025-05-08 05:38:28.461270,0,11,2025-05-08,14:42:28,2,0,0.0,COMPLETED,14.64,544.0,5,14,0,1
user_92,2025-05-10 19:25:28.461270,6,7,2025-05-11,06:32:28,5,0,0.8571428571428571,CANCELLED_REFUNDED,27.5,667.0,19,6,1,1
user_32,2025-05-10 02:17:28.461270,10,3,2025-05-10,16:36:28,3,1,3.3333333333333335,COMPLETED,8.57,859.0,2,16,1,0
user_45,2025-05-09 01:58:28.461270,4,1,2025-05-09,20:55:28,5,1,4.0,PAID_PENDING_USE,28.18,1137.0,1,20,0,0
user_10,2025-05-09 16:03:28.461270,7,1,2025-05-09,17:27:28,4,0,7.0,CANCELLED_REFUNDED,29.56,84.0,16,17,0,0
user_72,2025-05-06 16:53:28.461270,6,9,2025-05-07,11:13:28,5,0,0.6666666666666666,COMPLETED,5.06,1100.0,16,11,0,1
user_16,2025-05-07 12:32:28.461270,5,14,2025-05-08,00:05:28,5,1,0.35714285714285715,COMPLETED,25.54,693.0,12,0,0,1
user_20,2025-05-10 06:24:28.461270,9,12,2025-05-11,03:58:28,4,0,0.75,PAID_PENDING_USE,0.99,1294.0,6,3,1,1
user_64,2025-05-06 20:49:28.461270,4,17,2025-05-07,04:42:28,2,0,0.23529411764705882,COMPLETED,23.11,473.0,20,4,0,1
user_94,2025-05-08 08:56:28.461270,2,2,2025-05-08,21:48:28,5,0,1.0,PAID_PENDING_USE,3.25,772.0,8,21,0,0
user_23,2025-05-09 03:34:28.461270,7,20,2025-05-09,22:12:28,1,1,0.35,COMPLETED,20.43,1118.0,3,22,0,1
user_64,2025-05-08 21:18:28.461270,8,5,2025-05-09,04:53:28,1,0,1.6,PAID_PENDING_USE,7.03,455.0,21,4,0,0
user_96,2025-05-09 10:30:28.461270,9,10,2025-05-10,06:41:28,6,1,0.9,COMPLETED,0.78,1211.0,10,6,1,1
user_69,2025-05-06 17:02:28.461270,3,8,2025-05-06,23:39:28,4,0,0.375,CANCELLED_REFUNDED,23.91,397.0,17,23,0,1
user_88,2025-05-07 06:56:28.461270,3,20,2025-05-07,13:18:28,4,0,0.15,COMPLETED,28.57,382.0,6,13,0,1
user_89,2025-05-10 15:47:28.461270,7,16,2025-05-10,20:37:28,5,1,0.4375,CANCELLED_REFUNDED,16.42,290.0,15,20,1,1
user_62,2025-05-07 11:31:28.461270,0,15,2025-05-08,04:29:28,6,1,0.0,COMPLETED,13.46,1018.0,11,4,0,1
user_43,2025-05-06 22:58:28.461270,1,19,2025-05-07,05:25:28,5,0,0.05263157894736842,CANCELLED_REFUNDED,19.89,387.0,22,5,0,1
user_63,2025-05-10 01:04:28.461270,1,13,2025-05-10,05:08:28,1,0,0.07692307692307693,PAID_PENDING_USE,13.0,244.0,1,5,1,1
user_50,2025-05-08 08:57:28.461270,0,2,2025-05-09,00:54:28,1,1,0.0,COMPLETED,13.48,957.0,8,0,0,1
user_54,2025-05-10 10:11:28.461270,1,15,2025-05-10,16:24:28,2,1,0.06666666666666667,PAID_PENDING_USE,25.0,373.0,10,16,1,1
user_45,2025-05-08 13:29:28.461270,6,15,2025-05-09,07:55:28,2,1,0.4,PAID_PENDING_USE,6.95,1106.0,13,7,0,1
user_57,2025-05-07 04:54:28.461270,4,9,2025-05-07,17:10:28,5,0,0.4444444444444444,COMPLETED,9.62,736.0,4,17,0,1
user_84,2025-05-06 18:29:28.461270,1,4,2025-05-07,10:21:28,6,0,0.25,CANCELLED_REFUNDED,28.58,952.0,18,10,0,0
user_99,2025-05-10 18:16:28.461270,2,7,2025-05-11,16:57:28,5,1,0.2857142857142857,CANCELLED_REFUNDED,0.75,1361.0,18,16,1,1
user_57,2025-05-07 03:19:28.461270,4,3,2025-05-08,02:39:28,2,0,1.3333333333333333,COMPLETED,6.79,1400.0,3,2,0,0
user_36,2025-05-09 15:23:28.461270,8,6,2025-05-10,06:30:28,1,0,1.3333333333333333,COMPLETED,19.4,907.0,15,6,1,0
user_1,2025-05-10 05:30:28.461270,10,18,2025-05-11,04:00:28,5,0,0.5555555555555556,COMPLETED,24.92,1350.0,5,4,1,1
user_87,2025-05-06 06:43:28.461270,6,11,2025-05-07,00:46:28,3,0,0.5454545454545454,CANCELLED_REFUNDED,8.13,1083.0,6,0,0,0
user_49,2025-05-09 07:56:28.461270,4,19,2025-05-09,22:15:28,1,1,0.21052631578947367,CANCELLED_REFUNDED,25.88,859.0,7,22,0,0
user_74,2025-05-09 03:24:28.461270,7,16,2025-05-09,16:41:28,3,1,0.4375,COMPLETED,23.93,797.0,3,16,0,1
user_87,2025-05-07 00:19:28.461270,0,1,2025-05-07,08:12:28,3,0,0.0,CANCELLED_REFUNDED,12.59,473.0,0,8,0,1
user_54,2025-05-10 11:25:28.461270,7,12,2025-05-10,12:00:28,6,1,0.5833333333333334,COMPLETED,26.94,35.0,11,12,1,1
user_53,2025-05-06 16:01:28.461270,8,6,2025-05-07,01:00:28,1,0,1.3333333333333333,CANCELLED_REFUNDED,21.24,539.0,16,1,0,0
user_24,2025-05-06 19:57:28.461270,6,6,2025-05-07,11:33:28,4,0,1.0,PAID_PENDING_USE,20.28,936.0,19,11,0,0
user_66,2025-05-05 22:19:28.461270,9,4,2025-05-06,00:43:28,4,0,2.25,PAID_PENDING_USE,28.14,144.0,22,0,0,0
user_21,2025-05-08 02:17:28.461270,2,3,2025-05-08,03:26:28,1,1,0.6666666666666666,CANCELLED_REFUNDED,0.51,69.0,2,3,0,0
user_7,2025-05-08 02:55:28.461270,6,4,2025-05-08,21:41:28,6,0,1.5,COMPLETED,12.57,1126.0,2,21,0,0
user_24,2025-05-09 20:56:28.461270,2,10,2025-05-10,05:21:28,4,0,0.2,COMPLETED,13.87,505.0,20,5,1,1
user_95,2025-05-10 09:32:28.461270,3,4,2025-05-11,04:04:28,4,0,0.75,CANCELLED_REFUNDED,23.97,1112.0,9,4,1,1
user_75,2025-05-09 13:25:28.461270,2,5,2025-05-10,00:22:28,1,1,0.4,PAID_PENDING_USE,28.62,657.0,13,0,1,1
user_43,2025-05-08 21:23:28.461270,5,18,2025-05-09,05:20:28,4,1,0.2777777777777778,COMPLETED,18.73,477.0,21,5,0,1
user_50,2025-05-09 20:30:28.461270,3,7,2025-05-10,14:06:28,6,1,0.42857142857142855,CANCELLED_REFUNDED,22.21,1056.0,20,14,1,1
user_7,2025-05-09 11:17:28.461270,2,7,2025-05-10,00:03:28,6,0,0.2857142857142857,CANCELLED_REFUNDED,22.85,766.0,11,0,1,1
user_78,2025-05-06 22:22:28.461270,0,4,2025-05-07,07:01:28,3,1,0.0,CANCELLED_REFUNDED,28.01,519.0,22,7,0,1
user_86,2025-05-07 20:54:28.461270,6,5,2025-05-07,22:54:28,1,0,1.2,PAID_PENDING_USE,22.48,120.0,20,22,0,0
user_29,2025-05-07 10:44:28.461270,7,13,2025-05-07,22:16:28,2,0,0.5384615384615384,PAID_PENDING_USE,13.02,692.0,10,22,0,1
user_18,2025-05-07 16:39:28.461270,3,18,2025-05-08,09:49:28,3,1,0.16666666666666666,PAID_PENDING_USE,13.78,1030.0,16,9,0,1
user_72,2025-05-06 14:36:28.461270,3,18,2025-05-06,15:49:28,6,0,0.16666666666666666,PAID_PENDING_USE,12.08,73.0,14,15,0,1
user_26,2025-05-09 16:20:28.461270,1,1,2025-05-09,20:19:28,3,1,1.0,CANCELLED_REFUNDED,8.19,239.0,16,20,0,0
user_11,2025-05-06 21:57:28.461270,2,7,2025-05-07,15:38:28,4,0,0.2857142857142857,CANCELLED_REFUNDED,11.77,1061.0,21,15,0,0
user_9,2025-05-08 21:42:28.461270,3,10,2025-05-09,16:19:28,3,1,0.3,COMPLETED,13.19,1117.0,21,16,0,1
user_65,2025-05-05 22:59:28.461270,10,16,2025-05-06,13:11:28,5,1,0.625,CANCELLED_REFUNDED,15.8,852.0,22,13,0,0
user_68,2025-05-06 04:58:28.461270,4,4,2025-05-06,23:37:28,4,1,1.0,PAID_PENDING_USE,10.53,1119.0,4,23,0,0
user_26,2025-05-10 08:41:28.461270,7,16,2025-05-10,10:54:28,5,0,0.4375,PAID_PENDING_USE,14.9,133.0,8,10,1,1
user_73,2025-05-07 02:16:28.461270,7,10,2025-05-07,08:59:28,6,1,0.7,CANCELLED_REFUNDED,17.33,403.0,2,8,0,0
user_34,2025-05-06 06:55:28.461270,3,20,2025-05-06,09:22:28,2,0,0.15,COMPLETED,26.98,147.0,6,9,0,0
user_44,2025-05-09 00:56:28.461270,10,4,2025-05-09,21:39:28,1,0,2.5,COMPLETED,20.16,1243.0,0,21,0,0
user_79,2025-05-05 23:43:28.461270,4,4,2025-05-06,10:02:28,3,0,1.0,COMPLETED,20.63,619.0,23,10,0,0
user_13,2025-05-08 09:13:28.461270,6,16,2025-05-08,12:32:28,5,0,0.375,CANCELLED_REFUNDED,15.49,199.0,9,12,0,0
user_7,2025-05-08 17:10:28.461270,6,16,2025-05-09,07:06:28,5,1,0.375,COMPLETED,6.18,836.0,17,7,0,0
user_33,2025-05-06 18:15:28.461270,4,3,2025-05-07,14:37:28,5,0,1.3333333333333333,PAID_PENDING_USE,18.39,1222.0,18,14,0,1
user_40,2025-05-10 04:26:28.461270,8,17,2025-05-10,19:26:28,2,0,0.47058823529411764,PAID_PENDING_USE,16.24,900.0,4,19,1,1
user_45,2025-05-07 00:37:28.461270,2,14,2025-05-07,17:32:28,2,1,0.14285714285714285,CANCELLED_REFUNDED,4.92,1015.0,0,17,0,1
user_12,2025-05-06 02:31:28.461270,0,2,2025-05-06,09:47:28,3,1,0.0,PAID_PENDING_USE,11.45,436.0,2,9,0,1
user_37,2025-05-08 10:59:28.461270,3,4,2025-05-08,21:41:28,4,1,0.75,COMPLETED,12.03,642.0,10,21,0,0
user_85,2025-05-07 09:31:28.461270,2,4,2025-05-07,18:40:28,5,0,0.5,COMPLETED,12.2,549.0,9,18,0,1
user_95,2025-05-08 14:36:28.461270,6,2,2025-05-08,17:43:28,1,1,3.0,PAID_PENDING_USE,19.1,187.0,14,17,0,0
user_17,2025-05-06 19:48:28.461270,10,20,2025-05-07,14:09:28,5,1,0.5,PAID_PENDING_USE,24.13,1101.0,19,14,0,1
user_33,2025-05-09 05:11:28.461270,10,12,2025-05-09,13:52:28,4,1,0.8333333333333334,CANCELLED_REFUNDED,17.07,521.0,5,13,0,0
user_50,2025-05-08 22:05:28.461270,4,19,2025-05-09,11:07:28,3,1,0.21052631578947367,COMPLETED,12.24,782.0,22,11,0,0
user_41,2025-05-07 04:27:28.461270,6,10,2025-05-07,06:01:28,4,0,0.6,COMPLETED,20.41,94.0,4,6,0,0
user_86,2025-05-10 08:14:28.461270,10,15,2025-05-10,22:05:28,4,0,0.6666666666666666,CANCELLED_REFUNDED,22.83,831.0,8,22,1,1
user_3,2025-05-10 09:07:28.461270,3,14,2025-05-10,23:45:28,5,1,0.21428571428571427,CANCELLED_REFUNDED,6.89,878.0,9,23,1,1
user_44,2025-05-09 18:22:28.461270,0,20,2025-05-10,10:58:28,4,1,0.0,PAID_PENDING_USE,17.71,996.0,18,10,1,1
user_64,2025-05-10 17:35:28.461270,5,18,2025-05-11,05:13:28,6,0,0.2777777777777778,CANCELLED_REFUNDED,17.48,698.0,17,5,1,1
user_94,2025-05-08 10:53:28.461270,5,15,2025-05-08,22:52:28,4,1,0.3333333333333333,CANCELLED_REFUNDED,14.35,719.0,10,22,0,0
user_45,2025-05-08 05:25:28.461270,8,1,2025-05-08,06:55:28,4,0,8.0,CANCELLED_REFUNDED,13.21,90.0,5,6,0,0
user_79,2025-05-08 08:12:28.461270,4,8,2025-05-08,22:18:28,1,0,0.5,CANCELLED_REFUNDED,16.68,846.0,8,22,0,0
user_91,2025-05-07 00:46:28.461270,1,11,2025-05-07,20:22:28,6,1,0.09090909090909091,COMPLETED,27.07,1176.0,0,20,0,1
user_75,2025-05-07 03:31:28.461270,4,7,2025-05-07,06:16:28,4,0,0.5714285714285714,PAID_PENDING_USE,6.76,165.0,3,6,0,0
user_49,2025-05-09 21:18:28.461270,6,1,2025-05-10,18:22:28,1,1,6.0,PAID_PENDING_USE,3.94,1264.0,21,18,1,0
user_56,2025-05-08 16:15:28.461270,5,2,2025-05-08,23:05:28,2,0,2.5,COMPLETED,21.67,410.0,16,23,0,0
user_28,2025-05-07 09:59:28.461270,6,14,2025-05-08,08:06:28,2,1,0.42857142857142855,PAID_PENDING_USE,8.22,1327.0,9,8,0,1
user_79,2025-05-07 23:39:28.461270,10,13,2025-05-08,23:32:28,4,0,0.7692307692307693,CANCELLED_REFUNDED,27.19,1433.0,23,23,0,0
user_11,2025-05-07 05:34:28.461270,5,14,2025-05-07,09:32:28,1,0,0.35714285714285715,PAID_PENDING_USE,4.38,238.0,5,9,0,1
user_62,2025-05-07 23:10:28.461270,9,18,2025-05-08,13:59:28,4,0,0.5,PAID_PENDING_USE,26.56,889.0,23,13,0,1
user_46,2025-05-10 01:47:28.461270,1,7,2025-05-10,19:32:28,3,1,0.14285714285714285,CANCELLED_REFUNDED,0.84,1065.0,1,19,1,1
user_55,2025-05-06 14:04:28.461270,1,19,2025-05-06,17:51:28,4,0,0.05263157894736842,PAID_PENDING_USE,21.81,227.0,14,17,0,1
user_62,2025-05-09 06:16:28.461270,0,20,2025-05-09,21:50:28,1,0,0.0,COMPLETED,17.82,934.0,6,21,0,1
user_38,2025-05-07 11:19:28.461270,9,18,2025-05-08,05:28:28,6,0,0.5,CANCELLED_REFUNDED,7.72,1089.0,11,5,0,0
user_55,2025-05-08 09:06:28.461270,10,3,2025-05-09,01:25:28,5,0,3.3333333333333335,PAID_PENDING_USE,23.04,979.0,9,1,0,0
user_59,2025-05-09 18:48:28.461270,1,19,2025-05-10,16:14:28,4,0,0.05263157894736842,PAID_PENDING_USE,23.48,1286.0,18,16,1,1
user_66,2025-05-07 06:21:28.461270,8,9,2025-05-07,10:51:28,4,1,0.8888888888888888,COMPLETED,8.92,270.0,6,10,0,0
user_12,2025-05-08 06:23:28.461270,0,2,2025-05-08,23:25:28,1,1,0.0,COMPLETED,19.68,1022.0,6,23,0,1
user_97,2025-05-07 03:57:28.461270,8,8,2025-05-07,15:00:28,4,1,1.0,PAID_PENDING_USE,22.96,663.0,3,15,0,0
user_44,2025-05-08 00:36:28.461270,6,7,2025-05-08,07:11:28,6,0,0.8571428571428571,COMPLETED,7.97,395.0,0,7,0,0
user_44,2025-05-07 18:57:28.461270,9,17,2025-05-08,17:26:28,5,1,0.5294117647058824,CANCELLED_REFUNDED,2.87,1349.0,18,17,0,1
user_91,2025-05-09 15:02:28.461270,2,9,2025-05-10,00:34:28,6,1,0.2222222222222222,COMPLETED,5.39,572.0,15,0,1,1
user_88,2025-05-10 09:37:28.461270,0,16,2025-05-11,03:29:28,3,1,0.0,PAID_PENDING_USE,2.67,1072.0,9,3,1,1
user_13,2025-05-06 22:22:28.461270,8,7,2025-05-07,04:52:28,6,0,1.1428571428571428,CANCELLED_REFUNDED,23.34,390.0,22,4,0,0
user_62,2025-05-09 04:48:28.461270,9,8,2025-05-10,02:31:28,6,1,1.125,PAID_PENDING_USE,27.27,1303.0,4,2,1,1
user_83,2025-05-10 07:23:28.461270,5,9,2025-05-10,16:03:28,5,1,0.5555555555555556,COMPLETED,13.88,520.0,7,16,1,1
user_47,2025-05-06 11:31:28.461270,10,13,2025-05-07,06:07:28,6,0,0.7692307692307693,PAID_PENDING_USE,5.54,1116.0,11,6,0,1
user_1,2025-05-08 13:05:28.461270,10,16,2025-05-08,20:08:28,2,0,0.625,CANCELLED_REFUNDED,20.39,423.0,13,20,0,1
user_34,2025-05-07 21:47:28.461270,3,15,2025-05-08,09:15:28,6,1,0.2,PAID_PENDING_USE,17.42,688.0,21,9,0,1
user_23,2025-05-09 12:17:28.461270,1,3,2025-05-09,15:54:28,1,0,0.3333333333333333,CANCELLED_REFUNDED,23.95,217.0,12,15,0,0
user_28,2025-05-06 05:36:28.461270,0,6,2025-05-06,11:00:28,5,0,0.0,PAID_PENDING_USE,21.47,324.0,5,11,0,1
user_22,2025-05-08 17:56:28.461270,3,7,2025-05-09,10:52:28,5,0,0.42857142857142855,CANCELLED_REFUNDED,20.07,1016.0,17,10,0,0
user_62,2025-05-07 15:44:28.461270,7,16,2025-05-08,13:01:28,2,0,0.4375,COMPLETED,10.17,1277.0,15,13,0,1
user_14,2025-05-07 16:42:28.461270,1,20,2025-05-07,21:07:28,4,1,0.05,PAID_PENDING_USE,22.28,265.0,16,21,0,1
user_55,2025-05-06 13:34:28.461270,5,2,2025-05-07,09:21:28,2,0,2.5,CANCELLED_REFUNDED,27.69,1187.0,13,9,0,0
user_76,2025-05-06 02:02:28.461270,2,20,2025-05-07,01:27:28,3,0,0.1,COMPLETED,17.69,1405.0,2,1,0,1
user_11,2025-05-08 00:46:28.461270,8,12,2025-05-08,16:07:28,1,1,0.6666666666666666,CANCELLED_REFUNDED,0.86,921.0,0,16,0,0
user_65,2025-05-06 08:32:28.461270,7,10,2025-05-07,05:48:28,1,1,0.7,COMPLETED,5.06,1276.0,8,5,0,0
user_61,2025-05-08 23:25:28.461270,5,9,2025-05-09,19:53:28,4,1,0.5555555555555556,PAID_PENDING_USE,26.26,1228.0,23,19,0,1
user_23,2025-05-09 02:32:28.461270,10,13,2025-05-09,15:47:28,1,1,0.7692307692307693,PAID_PENDING_USE,28.46,795.0,2,15,0,1
user_66,2025-05-06 20:50:28.461270,5,7,2025-05-07,04:18:28,3,1,0.7142857142857143,PAID_PENDING_USE,19.37,448.0,20,4,0,1
user_28,2025-05-06 15:24:28.461270,0,13,2025-05-07,14:40:28,2,0,0.0,COMPLETED,4.56,1396.0,15,14,0,1
user_96,2025-05-08 20:10:28.461270,4,20,2025-05-08,23:12:28,3,0,0.2,PAID_PENDING_USE,25.92,182.0,20,23,0,1
user_90,2025-05-10 09:34:28.461270,6,20,2025-05-11,01:31:28,6,1,0.3,PAID_PENDING_USE,14.59,957.0,9,1,1,1
user_98,2025-05-08 22:36:28.461270,3,12,2025-05-09,13:46:28,2,1,0.25,COMPLETED,26.56,910.0,22,13,0,1
user_33,2025-05-07 16:08:28.461270,9,18,2025-05-08,13:57:28,5,0,0.5,CANCELLED_REFUNDED,4.66,1309.0,16,13,0,1
user_59,2025-05-08 14:23:28.461270,6,3,2025-05-09,01:38:28,1,1,2.0,CANCELLED_REFUNDED,11.83,675.0,14,1,0,0
user_40,2025-05-10 09:46:28.461270,6,16,2025-05-10,20:48:28,6,0,0.375,COMPLETED,16.4,662.0,9,20,1,1
user_12,2025-05-10 14:25:28.461270,9,11,2025-05-11,09:31:28,4,1,0.8181818181818182,CANCELLED_REFUNDED,9.86,1146.0,14,9,1,1
user_11,2025-05-06 22:35:28.461270,4,17,2025-05-07,17:10:28,3,0,0.23529411764705882,COMPLETED,4.3,1115.0,22,17,0,1
user_27,2025-05-09 07:25:28.461270,7,3,2025-05-09,20:48:28,6,1,2.3333333333333335,CANCELLED_REFUNDED,9.78,803.0,7,20,0,0
user_51,2025-05-08 00:16:28.461270,10,2,2025-05-08,09:05:28,5,0,5.0,COMPLETED,1.82,529.0,0,9,0,0
user_71,2025-05-08 19:08:28.461270,8,16,2025-05-09,14:27:28,1,1,0.5,CANCELLED_REFUNDED,16.72,1159.0,19,14,0,0
user_10,2025-05-07 07:06:28.461270,9,17,2025-05-07,15:24:28,6,1,0.5294117647058824,PAID_PENDING_USE,19.86,498.0,7,15,0,1
user_35,2025-05-07 15:33:28.461270,8,7,2025-05-07,17:30:28,1,0,1.1428571428571428,CANCELLED_REFUNDED,1.2,117.0,15,17,0,0
user_56,2025-05-07 20:29:28.461270,1,13,2025-05-08,02:26:28,4,0,0.07692307692307693,CANCELLED_REFUNDED,9.4,357.0,20,2,0,1
user_83,2025-05-08 04:03:28.461270,6,8,2025-05-08,16:03:28,6,1,0.75,PAID_PENDING_USE,27.65,720.0,4,16,0,0
user_100,2025-05-06 14:31:28.461270,3,11,2025-05-07,01:59:28,6,0,0.2727272727272727,CANCELLED_REFUNDED,3.65,688.0,14,1,0,1
user_94,2025-05-09 14:45:28.461270,0,17,2025-05-10,03:53:28,5,0,0.0,PAID_PENDING_USE,12.65,788.0,14,3,1,1
user_42,2025-05-10 08:31:28.461270,5,12,2025-05-10,11:42:28,1,0,0.4166666666666667,CANCELLED_REFUNDED,19.74,191.0,8,11,1,1
user_5,2025-05-10 15:17:28.461270,0,15,2025-05-11,13:32:28,5,1,0.0,COMPLETED,28.19,1335.0,15,13,1,1
user_32,2025-05-09 06:26:28.461270,3,8,2025-05-10,05:24:28,4,0,0.375,CANCELLED_REFUNDED,3.48,1378.0,6,5,1,1
user_3,2025-05-06 16:28:28.461270,5,16,2025-05-07,11:49:28,6,1,0.3125,COMPLETED,7.52,1161.0,16,11,0,1
user_24,2025-05-05 21:38:28.461270,3,18,2025-05-06,03:57:28,4,1,0.16666666666666666,PAID_PENDING_USE,13.69,379.0,21,3,0,1
user_18,2025-05-06 22:11:28.461270,1,8,2025-05-07,05:16:28,5,0,0.125,CANCELLED_REFUNDED,8.54,425.0,22,5,0,1
user_49,2025-05-07 11:20:28.461270,2,12,2025-05-08,00:24:28,6,0,0.16666666666666666,COMPLETED,16.18,784.0,11,0,0,0
user_35,2025-05-06 02:40:28.461270,4,10,2025-05-06,14:23:28,2,0,0.4,COMPLETED,0.52,703.0,2,14,0,1
user_72,2025-05-07 17:50:28.461270,0,6,2025-05-08,15:26:28,4,0,0.0,PAID_PENDING_USE,29.6,1296.0,17,15,0,1
user_19,2025-05-07 23:03:28.461270,0,7,2025-05-08,16:07:28,4,1,0.0,COMPLETED,19.81,1024.0,23,16,0,1
user_3,2025-05-08 22:12:28.461270,0,2,2025-05-09,12:14:28,6,0,0.0,CANCELLED_REFUNDED,21.64,842.0,22,12,0,1
user_73,2025-05-09 13:45:28.461270,2,19,2025-05-10,10:28:28,1,1,0.10526315789473684,PAID_PENDING_USE,10.01,1243.0,13,10,1,1
user_96,2025-05-06 06:31:28.461270,10,6,2025-05-07,03:58:28,2,0,1.6666666666666667,CANCELLED_REFUNDED,16.2,1287.0,6,3,0,0
