URL,Ten,Gia,MoTa (nếu có),DanhMuc,Điền URL để phân biệt các nhà hàng
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Ốc Hương,119000,"Ốc hương chế biến với nhiều sốt: phô mai trứng muối, tiêu đen, XO, rang muối, kho quẹt, tứ xuyên, hấp Thái/sả, sốt sa tế, nướng mọi",Ốc,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Ốc Móng Tay,69000,"Xào rau muống, cháy tỏi, sốt me, xào lá quế, xào bơ tỏi, rim mắm (79K)",Ốc,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Ốc Bươu,79000,"Hấp Thái, hấp sả, sốt tiêu đen, nướng tiêu xanh, ốc bươu nhồi thịt",Ốc,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Ốc Mỡ,89000,"Xào sa tế, xào me",Ốc,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Ốc Bullot,109000,"Xào bơ cay, cháy tỏi, các loại sốt: tứ xuyên, XO, tiêu, trứng muối, sa tế",Ốc,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Ốc Tỏi,109000,"Nướng nước mắm, nướng mỡ hành, nướng muối ớt, nướng tiêu xanh",Ốc,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Ốc Cà Na,69000,"Xào bơ tỏi, rang muối, sốt mắm tắc, sốt kho quẹt, hấp Thái/hấp sả",Ốc,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Ốc Gai,109000,"Sashimi, nướng muối ớt",Ốc,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Chem Chép,69000,"Xào lá quế, sốt kho quẹt, xào bơ cay, cháy tỏi",Hải sản,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Côi Hàu Điếu,79000,"Xào bơ cay, cháy tỏi, sốt kho quẹt, xào sa tế, sốt mắm tắc, sốt tứ xuyên",Hải sản,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Tôm Sú,79000,"Hấp nước dừa, hấp bia, nướng mọi, nướng muối ớt",Hải sản,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Tôm Càng,189000,Set tôm càng nướng mỡ ốc (3 con),Hải sản,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Tôm Càng Nướng Bơ Tỏi,129000,2 con,Hải sản,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Tôm Càng Nướng Phô Mai,129000,2 con,Hải sản,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Tôm Càng Nướng Phô Mai Trứng Muối,129000,2 con,Hải sản,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Tôm Càng Cháy Tỏi,129000,2 con,Hải sản,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Tôm Càng Sốt Tiêu Đen,129000,2 con,Hải sản,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Tôm Càng Nướng Mọi,129000,2 con,Hải sản,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Mì Xào Hải Sản,89000,-,Mì,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Mì Xào Bò,79000,-,Mì,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Mì Xào Rau Muống (Ốc Giác),89000,-,Mì,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Mì Xào Rau Muống (Ốc Móng Tay),79000,-,Mì,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Miến Xào Bào Ngư,179000,-,Miến,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Padthai Ốc,139000,-,Miến,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Pepsi,20000,Nước ngọt,Đồ uống,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Pepsi Vị Chanh 0 Calo,20000,Nước ngọt,Đồ uống,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,7UP,20000,Nước ngọt,Đồ uống,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Sting,20000,Nước ngọt,Đồ uống,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Nước Suối,15000,Nước suối,Đồ uống,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,7UP Soda Chanh (Lon),20000,Nước ngọt,Đồ uống,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Mirinda Cam,20000,Nước ngọt,Đồ uống,
https://pasgo.vn/nha-hang/mo-me-oc-tran-hung-dao-5522,Trà Oolong,20000,Trà,Đồ uống,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Tôm thẻ,229000,Tôm thẻ tươi nguyên con,Hải sản và món khác,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Tôm sú,199000,Tôm sú size lớn,Hải sản và món khác,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Trứng cút,65000,Trứng cút tươi,Hải sản và món khác,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Sò điệp,299000,Sò điệp tươi sống,Hải sản và món khác,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Vẹm xanh,169000,Vẹm xanh nhập khẩu,Hải sản và món khác,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Mực baby,179000,Mực tươi size nhỏ,Hải sản và món khác,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Cá thu phi lê,155000,Phi lê cá thu tươi,Hải sản và món khác,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Bạch tuộc,175000,Bạch tuộc tươi cắt khúc,Hải sản và món khác,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Rau muống,69000,Rau muống xanh,Rau củ quả,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Cải thảo,49000,Cải thảo tươi,Rau củ quả,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Bó xôi,79000,Rau bó xôi xanh,Rau củ quả,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Nấm đông cô tươi,89000,Nấm đông cô tươi,Các loại nấm,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Nấm kim châm,79000,Nấm kim châm tươi,Các loại nấm,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Nấm đùi gà,99000,Nấm đùi gà tươi,Các loại nấm,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Chả cá ngừ vị viên,149000,Viên cá ngừ thơm ngon,Món viên,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Chả mực viên,169000,Viên mực tươi đặc biệt,Món viên,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Chả tôm viên,149000,Viên tôm tươi,Món viên,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Bò viên,149000,Viên bò nguyên chất,Món viên,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Cá Basa viên,139000,Viên cá basa,Món viên,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,"Lẩu 2 ngăn (nguyên vị, cay)",199000,Nước lẩu 2 ngăn,Lẩu,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,"Lẩu 2 ngăn (cay, chua)",199000,Nước lẩu cay và chua,Lẩu,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Lẩu 3 ngăn,249000,Nước lẩu 3 vị,Lẩu,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Thịt cừu thảo nguyên cuộn,269000,Thịt cừu cuộn tươi,Thịt,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Thịt bò cuộn,229000,Thịt bò cuộn tươi,Thịt,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Sườn cừu nướng Mông Cổ,199000,Sườn cừu nướng,Nướng,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Coca Cola,29000,Nước ngọt có ga,Đồ uống,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Bia Tiger,39000,Bia lon,Đồ uống,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Trà trái cây,35000,Trà hoa quả,Đồ uống,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Nước ép xoài,45000,Nước ép xoài tươi,Đồ uống,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Nước ép dứa,45000,Nước ép dứa tươi,Đồ uống,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Bánh bao kim chi,69000,Bánh bao nhân kim chi,Món chính,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Bánh mì nướng mè,49000,Bánh mì nướng rắc mè,Món chính,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Mì trộn Hàn Quốc,89000,Mì lạnh trộn kiểu Hàn,Món chính,
https://pasgo.vn/nha-hang/happy-lamb-hotpot-restaurant-tran-hung-dao-4892,Cơm trắng,25000,Cơm trắng nóng,Món chính,
https://pasgo.vn/nha-hang/ba-gac---nuong-and-bia-nam-ky-khoi-nghia-4047,Vi đuối nướng sốt me,99000,,Món chính,
https://pasgo.vn/nha-hang/ba-gac---nuong-and-bia-nam-ky-khoi-nghia-4047,Hàu Hạ Long Dấm Sấu ,199000,,Hải sản,
https://pasgo.vn/nha-hang/ba-gac---nuong-and-bia-nam-ky-khoi-nghia-4047,Hàu Hạ Long Nướng Phô Mai,219000,,Hải sản,
https://pasgo.vn/nha-hang/ba-gac---nuong-and-bia-nam-ky-khoi-nghia-4047,Sò điệp nướng mù tạt,279000,,Hải sản,
https://pasgo.vn/nha-hang/ba-gac---nuong-and-bia-nam-ky-khoi-nghia-4047,Sụn gối rang muối cay,149000,,Món chính,
https://pasgo.vn/nha-hang/ba-gac---nuong-and-bia-nam-ky-khoi-nghia-4047,Cá trích hồng sấy,149000,,Món chính,
https://pasgo.vn/nha-hang/ba-gac---nuong-and-bia-nam-ky-khoi-nghia-4047,Đốt lừa lòng cá,149000,,Món chính,
https://pasgo.vn/nha-hang/ba-gac---nuong-and-bia-nam-ky-khoi-nghia-4047,Đùi vịt nướng sấu,169000,,Món chính,
https://pasgo.vn/nha-hang/ba-gac---nuong-and-bia-nam-ky-khoi-nghia-4047,Cơm cháy pate cá bào,99000,,Món chính,
https://pasgo.vn/nha-hang/ba-gac---nuong-and-bia-nam-ky-khoi-nghia-4047,Ghẹ sữa sốt ớt ,199000,,Món chính,
https://pasgo.vn/nha-hang/ba-gac---nuong-and-bia-nam-ky-khoi-nghia-4047,Gỏi bưởi chanh dây,99000,,Món chính,
https://pasgo.vn/nha-hang/fireworks-raw-grill-and-craft-bar-4176,Bột chiên,199000,,Món chính,
https://pasgo.vn/nha-hang/fireworks-raw-grill-and-craft-bar-4176,Xắp xắp,199000,,Món chính,
https://pasgo.vn/nha-hang/fireworks-raw-grill-and-craft-bar-4176,Bò lá lốt,499000,,Món chính,
https://pasgo.vn/nha-hang/fireworks-raw-grill-and-craft-bar-4176,Takoyaki (MC39),269000,,Món chính,
https://pasgo.vn/nha-hang/fireworks-raw-grill-and-craft-bar-4176,Mochi,169000,,Món chính,
https://pasgo.vn/nha-hang/fireworks-raw-grill-and-craft-bar-4176,Bắp nướng mỡ hành,139000,,Món chính,
https://pasgo.vn/nha-hang/fireworks-raw-grill-and-craft-bar-4176,Bánh xèo ,269000,,Món chính,
https://pasgo.vn/nha-hang/fireworks-raw-grill-and-craft-bar-4176,Mì vịt tiềm,399000,,Món chính,
https://pasgo.vn/nha-hang/fireworks-raw-grill-and-craft-bar-4176,Pa pỉnh tộp,399000,,Món chính,
https://pasgo.vn/nha-hang/fireworks-raw-grill-and-craft-bar-4176,Bánh mì heo quay,499000,,Món chính,
https://pasgo.vn/nha-hang/fireworks-raw-grill-and-craft-bar-4176,Cơm lươn nướng,499000,,Món chính,
https://pasgo.vn/nha-hang/fireworks-raw-grill-and-craft-bar-4176,Gnocchi,1690000,,Tráng miệng,
https://pasgo.vn/nha-hang/fireworks-raw-grill-and-craft-bar-4176,Grilled Mackerel,269000,,Nướng,
https://pasgo.vn/nha-hang/fireworks-raw-grill-and-craft-bar-4176,Hamachi,499000,,Nướng,
https://pasgo.vn/nha-hang/fireworks-raw-grill-and-craft-bar-4176,Ben Tre chicken,199000,,Nướng,
https://pasgo.vn/nha-hang/fireworks-raw-grill-and-craft-bar-4176,Duck Breast,499000,,Nướng,
https://pasgo.vn/nha-hang/fireworks-raw-grill-and-craft-bar-4176,Pork Chop,499000,,Nướng,
https://pasgo.vn/nha-hang/fireworks-raw-grill-and-craft-bar-4176,Cheese Cake,99000,,Tráng miệng,
https://pasgo.vn/nha-hang/fireworks-raw-grill-and-craft-bar-4176,Mango Cake,99000,,Tráng miệng,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Gỏi đu đủ tôm khô & ba khía,113000,Papaya Salad with Dried Shrimp and salted Sesamid Crab,Gỏi,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Gỏi tôm sống với sốt ớt chanh,211000,Raw Prawn Salad with Lime & Chilli Sauce,Gỏi,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Gỏi xoài xanh với cá trê chiên giòn,173000,Green Mango Salad with Deep Fried Catfish,Gỏi,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Gà xiên Satay (6 xiên),173000,Skewed Satay Chicken (6 skewers),Món gà,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Bao cua lột,159000,Roasted Crab Bun,Món bánh,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Cánh gà nhồi cá thác lác lá chanh,173000,Chicken Wings stuffed with fish cake and Lemon leaves (2 wings),Món gà,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Heo quay tăng sốt Namchimchao,227000,Roasted Pork Collar with Namchimchao Sauce,Món heo,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Bò Fuji nướng sốt Thái,443000,Grilled Fuji Beef with Thai Sauce,Món bò,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Mực nướng Thái,302000,Thai Grilled Squid,Hải sản,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Gỏi đu đủ tôm khô & ba khía,113000,Papaya Salad with Dried Shrimp and salted Sesamid Crab,Gỏi & Salad,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Gỏi đu đủ tôm khô với trứng muối,81000,Papaya Salad with Dried Shrimp with Salted Eggs,Gỏi & Salad,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Gỏi miến hải sản,135000,Vermicelli Salad with Seafood,Gỏi & Salad,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Chân gà chiên muối Tomyum,86000,Fried chicken feet with tomyum salt,Món đường phố,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Chân gà sốt cay kiểu Thái,86000,Fried Chicken feet with spicy Chili Thai sauce,Món đường phố,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Cánh gà chiên muối Tomyum,113000,Fried chicken Wings with tomyum salt (2 wings),Món đường phố,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Cánh gà nhồi cá thác lác lá chanh,173000,Chicken Wings stuffed with fish cake and Lemon leaves (2 wings),Món đường phố,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Gà xiên Satay,173000,Skewed Satay Chicken (6 skewers),Món đường phố,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Chả tôm sốt xí muội,167000,Prawn Balls served with Salted Plum Sauce,Món đường phố,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Chả tôm dừa,190000,Shrimp Cake with Coconut Flake,Món đường phố,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Chả mực sốt Thái,129000,Thai Grilled Squid Cake,Món đường phố,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Heo hong mật nắng chao dầu,113000,Deep Fried Pork (Half-Dried Pork),Món đường phố,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Cua lột tẩm bột sốt xí muội,359000,Deep Fried Crab with Plum Sauce,Món đường phố,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Cua lột xào cà ri,359000,Fried Crab with Curry,Món đường phố,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Cua lột xào me Thái,359000,Fried Crab with Thai Tamarind,Món đường phố,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Canh súp Tomyum hải sản,173000,Seafood Tomyum Soup,Canh súp,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Canh súp Tomyum nước dừa sườn sụn,146000,Coconut milk Tomyum soup with pork ribs and cartilage,Canh súp,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Canh súp Tomyum nước trong sườn sụn,146000,Clear Tomyum Soup with Pork Ribs and Cartilage,Canh súp,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Mực hấp sốt chanh ớt,323000,Steamed Squid with Lime and Chilli Sauce,Hải sản,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Mực nướng Thái,302000,Thai Grilled Squid,Hải sản,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Mực sữa chiên giòn sốt me Thái,157000,Fried baby squid server with tamarind sauce,Hải sản,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Miến/Bún tươi nấu Tomyum hải sản,103000,Seafood tomyum soup with vermicelli/Rice noodles,Mỳ phở,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Miến/Bún tươi nấu Tomyum bò,92000,Beef tomyum soup with vermicelli/Rice noodles,Mỳ phở,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Miến xào hải sản sốt Suki,173000,Stir-Fried Seafood Vermicelli with Suki Sauce,Mỳ phở,
https://pasgo.vn/nha-hang/nha-hang-chill-thai-co-giang-4381,Miến om hải sản với trứng,150000,Stewed Vermicelli with Seafood and Egg,Mỳ phở,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Nạc vai bò ướp muối,229000,Beef Clod with Salt,Bò,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Nạc vai bò ướp sốt,229000,Beef Clod with Tare Sauce,Bò,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Nạc vai bò ướp sốt cay,229000,Beef Clod with Spicy Sauce,Bò,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Bắp bò ướp muối,229000,Beef Shank with Salt,Bò,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Bắp bò ướp sốt,229000,Beef Shank with Sauce,Bò,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Bắp bò ướp sốt cay,229000,Beef Shank with Spicy Sauce,Bò,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Ba chỉ bò ướp muối,229000,Beef Short Plate with Salt,Bò,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Ba chỉ bò ướp sốt,229000,Beef Short Plate with Sauce,Bò,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Ba chỉ bò ướp sốt cay,229000,Beef Short Plate with Spicy Sauce,Bò,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Ba chỉ bò cuộn nấm đùi gà,229000,Trumpet Mushroom wrapped Beef Short Plate,Bò cuộn,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Ba chỉ heo cuộn nấm đùi gà,199000,Trumpet Mushroom wrapped Pork Belly,Heo cuộn,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Bạch tuộc baby nướng,169000,Baby Octopus,Hải sản,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Ba chỉ heo cắt dày ướp muối,199000,Thick-sliced Pork Belly 2cm with Salt,Heo,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Ba chỉ heo cắt dày ướp sốt,199000,Thick-sliced Pork Belly 2cm with Sauce,Heo,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Ba chỉ heo cắt dày ướp sốt cay,199000,Thick-sliced Pork Belly 2cm with Spicy Sauce,Heo,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Nọng heo ướp muối,179000,Pork Jowl with Salt,Heo,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Nọng heo sốt,179000,Pork Jowl with Sauce,Heo,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Nọng heo sốt cay,179000,Pork Jowl with Spicy Sauce,Heo,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Ba chỉ heo nướng kiểu Shabu,199000,Pork Belly Shabu Style,Heo,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Gà nướng sốt Teriyaki,169000,Chicken with Teriyaki Sauce,Gà,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Salad Caesar,89000,Salad Caesar,Salad,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Salad rong biển Anrakutei,89000,Anrakutei Seaweed Salad,Salad,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Kim chi cải thảo,49000,Cabbage Kimchi,Khai vị,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Rong biển nướng,49000,Grilled Seaweed,Khai vị,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Đậu phụ lạnh,49000,Chilled Tofu,Khai vị,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Đậu nành Nhật,49000,Edamame,Khai vị,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Bánh xèo thịt heo kiểu Nhật,129000,Japanese Pork Okonomiyaki,Món chiên,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Sủi cảo chiên,89000,Gyoza,Món chiên,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Tỏi chiên,49000,Deep Fried Garlic,Món chiên,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Khoai tây chiên,59000,French Fries,Món chiên,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Gà lăn bột chiên giòn,129000,Deep Fried Chicken,Món chiên,
https://pasgo.vn/nha-hang/anrakutei-japanese-bbq-mac-dinh-chi-3799,Trái cây thập cẩm,89000,Assorted Fruits,Tráng miệng,
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,Espresso,54000,Cà phê espresso,Đồ uống,
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,Americano (hot/ice),54000,Cà phê americano nóng/đá,Đồ uống,
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,Cappuccino (hot/ice),65000,Cà phê cappuccino nóng/đá,Đồ uống,
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,Latte (hot/ice),65000,Cà phê latte nóng/đá,Đồ uống,
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,Matcha Latte (hot/ice),80000,Trà xanh latte nóng/đá,Đồ uống,
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,Coca Cola,26000,Nước ngọt có ga,Đồ uống,
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,Coca Cola Light,26000,Nước ngọt có ga ít calories,Đồ uống,
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,Soda,26000,Nước có ga,Đồ uống,
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,Sprite,26000,Nước có ga vị chanh,Đồ uống,
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,Line Soda,42000,Soda có vị,Đồ uống,
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,Orange Juice,42000,Nước cam,Đồ uống,
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,Apple Juice,42000,Nước táo,Đồ uống,
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,Passion Fruit,42000,Nước chanh dây,Đồ uống,
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,Watermelon,42000,Nước dưa hấu,Đồ uống,
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,San Pellegrino (750ml),118000,Nước khoáng có ga,Đồ uống,
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,Evian (750ml),133000,Nước khoáng,Đồ uống,
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,Perrier (750ml),133000,Nước khoáng có ga,Đồ uống,
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,Aquafina (500ml),21000,Nước tinh khiết,Đồ uống,
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,Hoegaarden White (330ml),69000,Bia trắng,Đồ uống,
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,Hoegaarden Rose (330ml),80000,Bia hồng,Đồ uống,
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,Sapporo (330ml),59000,Bia Nhật,Đồ uống,
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,Sapporo Draught,59000,Bia tươi Nhật,Đồ uống,
